English Word,Arabic Translation (Google Translate),Basque Translation (Google Translate),Bengali Translation (Google Translate),Catalan Translation (Google Translate),Chinese (simplified) Translation (Google Translate),Chinese (traditional) Translation (Google Translate),Dutch Translation (Google Translate),Finnish Translation (Google Translate),French Translation (Google Translate),German Translation (Google Translate),Hindi Translation (Google Translate),Italian Translation (Google Translate),Japanese Translation (Google Translate),Marathi Translation (Google Translate),Persian Translation (Google Translate),Portuguese Translation (Google Translate),Romanian Translation (Google Translate),Russian Translation (Google Translate),Spanish Translation (Google Translate),Tamil Translation (Google Translate),Telugu Translation (Google Translate),Urdu Translation (Google Translate),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
cuticle,بشرة,Kutikula,চর্ম,cutícula,表皮,表皮,nagelriem,orvaskesi,cuticule,Nagelhaut,छल्ली,cuticola,キューティクル,झाडाची पातळ साल,پوست,cutícula,cuticulă,кутикула,cutícula,புறத்தோல்,జంతువుల చర్మం పైపొర,cuticle کے,0,0,0,0,0,0,0,0,0,0
cutlery,أدوات المائدة,Mahai-tresnak,ছুরি-কাঁচির ব্যবসায়,ganiveteria,刀具,刀具,bestek,ruokailuvälineet,coutellerie,Besteck,कटलरी,posate,カトラリー,चाकू कात्री इ,کارد و چنگال,talheres,tacâmuri,столовые приборы,cuchillería,கருவிகளும்,కత్తిపీట,کٹلری,0,0,0,0,0,0,0,0,0,0
cutter,قاطعة,cutter,কর্তনকারী,tallador,刀,刀,snijder,leikkuri,coupeur,Schneider,कटर,fresa,カッター,कापणारा,برش,cortador,tăietor,резак,cortador,கட்டர்,కట్టర్,کٹر,0,1,0,0,0,1,0,0,0,0
cutters,قطع,moztekoak,কাটার,talladors,刀具,刀具,cutters,leikkurit,coupeurs,Schneider,कटर,frese,カッター,मजुर,برش,Cortadores,freze,катера,cortadores,வெட்டிகள்,కట్టర్లు,کٹر,1,0,0,0,0,0,0,0,0,0
cutthroat,سفاح,cutthroat,গলাকাটা,assassí,杀手,殺手,moordenaar,murhamies,fardée,mörderisch,प्राणघातक,assassino,熾烈な,cutthroat,قاتل,assassino,cutthroat,головорез,asesino,கழுத்தை அறுக்கும்,కట్ త్రోట్,cutthroat,0,1,1,0,0,1,0,0,0,0
cutting,قطع,ebaketa,কাটা,tall,切割,切割,stek,leikkaus,coupe,Schneiden,काटने,taglio,切断,धारदार,برش,corte,tăiere,резка,corte,வெட்டு,కట్టింగ్,کاٹنے,0,1,1,0,1,1,0,1,0,0
cuttings,قصاصات,ebakinak,সংবাদপত্রের কাটা টুকরা,esqueixos,插条,插條,stekken,pistokkaat,boutures,Stecklinge,कलमों,talee,挿し木,कापला,قلمه,estacas,butași,шлам,esquejes,துண்டுகளை,కోత,شاخیں,0,0,0,0,0,0,0,0,0,0
cwt,CWT,cwt,CWT,quintar,英担,英擔,cwt,CWT,CWT,cwt,CWT,cwt,100ポンド,cwt,CWT,cwt,CWT,центнер,quintal,cwt,CWT,cwt,0,0,0,0,0,0,0,0,0,0
cyanide,السيانيد,zianuroa,সাইয়্যান্যাজিনের মিশ্র,cianur,氰化物,氰化物,cyanide,syanidi,cyanure,Zyanid,साइनाइड,cianuro,シアン化物,सायनाइड,سیانید,cianeto,cianură,цианид,cianuro,சயனைடு,సైనైడ్,سائینائیڈ,0,1,0,0,0,1,0,0,0,0
cycle,دورة,zikloan,চক্র,cicle,周期,週期,cyclus,sykli,cycle,Zyklus,चक्र,ciclo,サイクル,सायकल,چرخه,ciclo,ciclu,цикл,ciclo,சுழற்சி,చక్రం,سائیکل,0,0,0,0,0,0,0,0,0,0
cyclical,دورية,zikliko,চক্রাকার,cíclic,周期性,週期性,cyclische,syklinen,cyclique,zyklisch,चक्रीय,ciclico,循環,चक्रीय,دوره ای,cíclica,ciclic,циклический,cíclico,காலச் சுழற்சி,చక్రీయ,چکریی,0,0,0,0,0,0,0,0,0,0
cyclist,دراج,txirrindulari,সাইকেল,ciclista,骑车人,騎車人,fietser,pyöräilijä,cycliste,Radfahrer,साइकिल-सवार,ciclista,サイクリスト,सायकलस्वार,دوچرخه سوار,ciclista,ciclist,велосипедист,ciclista,வீரன்,సైక్లిస్ట్,سائیکل ڈرائیور,0,0,0,0,0,0,0,0,0,0
cyclone,الإعصار,Zikloi,ঘূর্ণিঝড়,cicló,气旋,氣旋,cycloon,sykloni,cyclone,Zyklon,चक्रवात,ciclone,サイクロン,चक्रीवादळ,گردباد,ciclone,ciclon,циклон,ciclón,சூறாவளி,తుఫాను,طوفان,0,1,0,0,0,1,0,0,1,0
cylinder,أسطوانة,zilindroa,বেলন,cilindre,汽缸,汽缸,cilinder,sylinteri,cylindre,Zylinder,बेलन,cilindro,シリンダー,सिलेंडर,سیلندر,cilindro,cilindru,цилиндр,cilindro,சிலிண்டர்,సిలిండర్,سلنڈر,0,0,0,0,0,0,0,0,0,0
cylindrical,أسطواني,zilindrikoak,নলাকার,cilíndric,圆柱形,圓柱形,cilindrisch,lieriömäinen,cylindrique,zylindrisch,बेलनाकार,cilindrico,円筒形,दंडगोलाकार,استوانه ای,cilíndrico,cilindric,цилиндрический,cilíndrico,உருளை,స్థూపాకార,بیلناکار,0,0,0,0,0,0,0,0,0,0
cymbal,الصنج أداة موسيقية,cymbal,করতাল,címbal,钹,鈸,cimbaal,symbaali,cymbale,Zimbel,झांझ,cembalo,シンバル,झांज,سنج,címbalo,cinel,кимвал,címbalo,ஜாலரா,కంచుతాళం,جھانجھ,0,0,0,0,0,0,0,0,0,0
cynic,ساخر,cynic,অসূয়ক,cínic,犬儒,犬儒,cynicus,kyynikko,cynique,Zyniker,निंदक,cinico,皮肉屋,ज्याला केवळ दोषच दिसतात असा भावनाशून्य मनूष्य,کلبی,cínico,cinic,циник,cínico,விட்டேத்தியான,మనుష్యద్వేషి,نندک,0,0,0,0,0,0,0,0,0,0
cyst,كيس,cyst,আম,quist,囊肿,囊腫,cyste,kysta,kyste,Zyste,पुटी,cisti,嚢胞,गळू,کیست,cisto,chist,киста,quiste,நீர்க்கட்டி,తిత్తి,سسٹ,0,1,0,0,0,1,0,1,0,0
cystic,مثاني,kistikoa,সিস্টিক,cístic,囊性,囊性,cystic,kystinen,cystique,zystische,सिस्टिक,cistica,嚢胞性の,पुटीमय,کیستیک,cístico,chistic,кистозный,cístico,சிஸ்டிக்,సిస్టిక్,سسٹک,0,0,0,0,1,0,0,0,0,0
cytomegalovirus,الفيروس المضخم للخلايا,cytomegalovirus,সাইটোমেগালোভাইরাস,citomegalovirus,巨细胞病毒,巨細胞病毒,cytomegalovirus,sytomegalovirus,cytomégalovirus,Cytomegalovirus,साइटोमैगालोवायरस,citomegalovirus,サイトメガロウイルス,cytomegalovirus,سیتومگالوویروس,citomegalovírus,citomegalovirus,вирус цитомегалии,citomegalovirus,சைட்டோமிகாலோ,సైటోమెగాలోవైరస్కి,cytomegalovirus,0,1,0,0,0,0,0,1,0,0
cytoplasm,حشوة,zitoplasma,সাইতপ্ল্যাজ্ম,citoplasma,细胞质,細胞質,cytoplasma,sytoplasma,cytoplasme,Zytoplasma,कोशिका द्रव्य,citoplasma,細胞質,पेशीच्या केंद्राभोवती असणारा जीवद्रवाचा भाग,سیتوپلاسم,citoplasma,citoplasma,цитоплазма,citoplasma,சைட்டோபிளாசத்துக்குள்,సైటోప్లాజం,کیطوپلعسم,0,0,0,0,0,0,0,0,0,0
czar,قيصر,czar,জার,zar,独裁者,獨裁者,tsaar,tsaari,tsar,Zar,जार,zar,皇帝,सम्राट,تزار,czar,țar,царь,zar,சக்கரவர்த்தியான,czar,زار,0,0,0,0,0,0,0,0,0,0
dab,ربت,dab,লেপন করা,llenguado,轻拍,輕拍,schar,hietakampela,touche,tupfen,थपका,tamponare,軽くたたきます,किंचित अलगद स्पर्श,ضربه زدن,bagatela,tamponare,мазок,lenguado,DAB,DAB,DAB,0,0,0,0,0,0,0,0,0,0
dabble,اشتغل,dabble,সিক্ত করা,xipollejar,玩水,玩水,ploeteren,harrastella,barboter,plantschen,भिगोना,sguazzare,ちょっかい,वरवर काम,رنگ پاشیدن,borrifar,se ocupa,плескаться,chapotear,அறிவது,డిబిల్,بگونا,0,0,0,0,0,0,0,0,0,0
dabbling,هاو,ekoizleekin,dabbling,incursions,涉足,涉足,ploeteren,dabbling,barboteurs,Dilettantismus,dabbling,dilettarsi,手を染め,dabbling,dabbling,intrometendo,abuza,вмешиваются,incursionando,தெரியாத,dabbling,dabbling,0,1,1,0,1,0,0,0,0,0
dad,أب,aita,বাবা,pare,爸,爸,pa,isä,père,Papa,पिता,papà,お父さん,बाबा,پدر,pai,tata,папа,papá,அப்பா,తండ్రి,والد صاحب,0,0,0,0,0,0,0,0,0,0
dado,دادو,dado,তক্তা,fris,墙裙,牆裙,sokkel,Dado,plinthe,dado,पनेल,dado,腰羽目,घराच्या आतील भिंतीच्या वरच्या भागापेक्षा वेगळ्या प्रकारे सुशोभित केलेला खालचा भाग,dado,dado,soclu,цоколь,friso,Dado,పాచికలు,پنیل,0,0,0,0,0,0,0,0,0,0
daemon,الخفي,daemon,অপদেবতা,dimoni,守护进程,守護進程,demon,demoni,démon,daemon,डेमॉन,demone,デーモン,डिमन,روح پلید,demônio,daemon,демон,demonio,டெமான்,డెమోన్,ڈیمان,0,1,1,0,1,1,0,1,1,0
daft,المعتوه,Daft,হাবা,babau,愚蠢,愚蠢,gek,mieletön,idiot,doof,दीवाना,sciocco,ダフト,अविचारी,ارام,maluco,nebun,сумасшедший,bobo,டாஃப்ட்,డఫ్ట్,پاگل,0,1,0,0,1,0,0,0,0,0
dagger,خنجر,daga,ছুরি,daga,匕首,匕首,dolk,tikari,poignard,Dolch,कटार,pugnale,ダガー,कट्यार,خنجر,punhal,pumnal,кинжал,daga,கத்தியை,బాకు,خنجر,0,1,0,0,0,1,0,0,0,0
daily,يوميا,Egunero,দৈনিক,diari,日报,日報,dagelijks,päivittäin,tous les jours,täglich,दैनिक,quotidiano,日々,दररोज,روزانه,diariamente,zilnic,ежедневно,diario,தினசரி,రోజువారీ,روزانہ,0,0,0,1,0,0,0,0,0,0
dainty,لذيذ,poxpolinak,সুস্বাদু,delicat,纤巧,纖巧,sierlijk,siro,délicat,zierlich,मिठाइयां,delicato,きゃしゃな,सुंदर,خوش طعم,guloseima,mofturos,лакомство,delicado,எழில் நயம் வாய்ந்த,అందంగా ఉన్న,نازک,0,0,0,0,0,0,0,0,0,0
dairy,منتجات الألبان,esnekiak,দুগ্ধ,lleteria,乳制品,乳製品,zuivelfabriek,meijeri,produits laitiers,Molkerei,डेयरी,latteria,乳製品,डेअरी,لبنیات,leiteria,lactat,молочный,lechería,பால்,పాడి,دودھ,0,0,0,0,0,0,0,0,0,0
dak,داك,Dak,ডাক,dak,DAK,DAK,dak,DAK,dak,dak,डाक,dak,DAK,डाक,DAK,dak,dak,сменные лошади,dak,பயணிகள்,తపాలా బంట్రోతు,ڈاک,0,0,0,0,0,0,0,0,0,0
dale,واد بلغة الشعر,dale,উপত্যকা,vall,戴尔,戴爾,dal,laakso,vallée,Tal,वादी,vallata,デール,डेल,ماهور,dale,vale,дол,valle,டேல்,డేల్,ڈیل,0,0,0,0,0,0,0,0,0,0
dam,سد,presa,বাঁধ,presa,坝,壩,dam,pato,barrage,Damm,बांध,diga,ダム,धरण,سد,barragem,baraj,плотина,presa,அணை,ఆనకట్ట,ڈیم,0,0,0,0,0,0,0,0,0,0
damage,ضرر,kalteak,ক্ষতি,dany,破坏,破壞,schade,vahinko,dommage,Schaden,क्षति,danno,ダメージ,नुकसान,خسارت,dano,deteriora,повреждение,daño,சேதம்,నష్టం,پہنچنے والے نقصان,0,1,1,0,1,0,0,1,0,0
damages,خسائر,kalteengatik,ক্ষতিটি,danys i perjudicis,赔偿,賠償,schadevergoeding,vahingonkorvaus,dégâts,Schadensersatz,हर्जाना,indennizzo,損害賠償,नुकसान,ضایعات,danos,daune,убытки,daños y perjuicios,சேதம்,నష్టపరిహారం,نقصانات,0,1,0,0,0,0,0,1,0,0
dame,سيدة,dame,গৃহিণী,dama,贵妇人,貴婦人,lady,rouva,dame,Freifrau,महिला,dama,デイム,प्रौढ बाई,خانم,dama,doamnă,дама,dama,டேம்,డామే,ڈیم,1,0,1,0,1,0,0,0,0,1
damn,اللعنة,madarikatua,অভিশাপ,Maleïda sigui,该死的,該死的,vloek,pahuksen,Damn,Verdammt,अरे नहीं,Dannazione,くそー,उद्गार,لعنتی,Droga,La naiba,Черт,Maldita sea,மட்டமான,తిట్టు,لات,0,1,1,0,1,0,0,0,0,0
damnation,اللعن,damnation,অভিশাপ,condemnació,诅咒,詛咒,verdoemenis,kadotus,damnation,Verdammnis,फटकार,dannazione,天罰,फार कडक शिक्षा,لعنت,danação,blestem,проклятье,condenación,மீளா,దూషణలు,عذاب,0,1,1,0,0,1,0,1,0,0
damned,ملعون,Damned,জঘন্য,maleït,该死,該死,verdoemde,kirottu,damné,verdammt,शापित,maledetto,のろわれました,शापित,سر در گم,condenado,blestemat,проклятый,maldito,நடக்கிற,హేయమైన,میں Damned,0,1,0,0,0,0,0,0,0,0
damp,رطب,heze,স্যাঁতসেঁতে,humit,潮湿,潮濕,vochtig,kostea,humide,feucht,नम,umido,湿りました,ओलसर,رطوبت,úmido,umede,влажный,húmedo,ஈரமான,తడిగా,نم,0,0,0,0,0,0,0,0,0,0
dampened,قلل,dampened,dampened,humitejat,挫伤,挫傷,bevochtigd,hillinnyt,imbibé,gedämpft,घटा,inumidito,湿らせました,जाणकारांनी,مرطوب,umedecido,umezită,смоченной,humedecido,குறைத்துவிட்டதென்றாலும்,dampened,پھونکتی,0,0,0,0,0,0,0,0,0,0
damper,المثبط,damper,দাম্পের,apagador,闸板,閘板,demper,vaimennin,amortisseur,Dämpfer,स्पंज,ammortizzatore,ダンパー,हिरमोड करणारी व्यक्ती किंवा गोष्ट,تعدیل کننده,amortecedor,amortizor,заслонка,apagador,தடையை,damper,damper کے,0,1,0,0,0,0,0,0,0,0
damsel,آنسة,nescatobat,কুমারী,damisel·la,闺女,閨女,jonkvrouw,neitonen,demoiselle,Maid,युवती,donzella,乙女,मुलगी,دوشیزه,donzela,fată,девица,damisela,அந்தப் பெண்ணை,సుందరి,لڑکی,0,0,0,0,0,0,0,0,0,0
dance,رقص,dantza,নাচ,dansa,舞蹈,舞蹈,dans,tanssi,danse,Tanz,नृत्य,danza,ダンス,नृत्य,رقص,dança,dans,танец,danza,நடனம்,డాన్స్,رقص,1,0,0,0,0,0,1,0,0,1
dancer,راقصة,dantzari,নর্তকী,ballarí,舞蹈家,舞蹈家,danser,tanssija,danseur,Tänzer,नर्तकी,ballerino,ダンサー,नृत्यांगना,رقاص,dançarino,dansatoare,танцор,bailarín,நடன கலைஞர்,నర్తకి,ناچنے والی,0,0,0,0,0,0,0,0,0,0
dandruff,قشرة الرأس,dandruff,খুশকি,caspa,头皮,頭皮,roos,hilse,pellicules,Schuppen,रूसी,forfora,ふけ,डोक्यातील कोंडा,شوره سر,caspa,mătreață,перхоть,caspa,பொடுகு,చుండ్రు,خشکی,0,1,0,0,0,0,0,0,0,0
dandy,مدهش,dandy,সপ্রতিভ,dandi,花花公子,花花公子,dandy,keikari,dandy,Dandy,बांका,damerino,ダンディ,नखरेबाज,شیک پوش,dândi,dandy,денди,dandy,சிறந்த,దండి,بانکا,0,1,0,0,1,0,0,0,0,0
danger,خطر,arriskuan,ঝুঁকি,Perill,危险,危險,gevaar,vaara,danger,Achtung,खतरा,Pericolo,危険,धोका,خطر,perigo,Pericol,Опасность,Peligro,ஆபத்து,ప్రమాదం,خطرہ,0,1,0,0,0,1,0,1,0,0
dangerous,خطير,arriskutsua,বিপজ্জনক,perillós,危险,危險,gevaarlijk,vaarallinen,dangereux,gefährlich,ख़तरनाक,pericoloso,危険な,धोकादायक,خطرناک,perigoso,periculos,опасно,peligroso,ஆபத்தான,ప్రమాదకరమైన,خطرناک,0,1,0,0,0,1,0,0,0,0
dangle,استرخى,pare,দোলা,penjar,吊着,吊著,bengelen,repsottaa,pendre,baumeln,लटकना,penzolare,ぶら下げます,लटकणे,اویزان کردن,balançar-se,legăna,болтаться,colgar,ஊசலாடு,కట్టేవారు,لٹکنا,0,0,0,0,0,0,0,0,0,0
dank,شديد الرطوبة,dank,কুয়াশাচ্ছন্ন,humit,潮呼呼,潮呼呼,vochtig,kostea,humide,nasskalt,नम,umido,じめじめしました,त्रासदायक होईल इतका दमट व थंड,مرطوب و سرد,frio e úmido,umed,сырой,húmedo,ஈர கசிவான,చలితో ఇబ్బందికరంగా ఉండుట,سیلا,0,0,0,0,1,0,0,0,0,0
